spaceIndex,spaceId,spaceSymbol,spaceAddress,proposalId,proposalTitle,proposalBody,proposalChoices,proposalStart,proposalStart.1,proposalEnd,proposalSanpshot,proposalAuth,proposalSpace,voteId,voteVoter,voteCreated,voteChoice,voteSpace
457,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
459,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
461,46,46,46,46,46,46,46,46,46,46,0,46,46,46,46,46,46,0
462,32,32,32,32,32,32,32,32,32,32,0,32,32,32,32,32,32,0
463,21,21,21,21,21,21,21,21,21,21,0,21,21,21,21,21,21,0
464,102,102,102,102,102,102,102,102,102,102,0,102,102,102,102,102,102,0
466,71,71,71,71,71,71,71,71,71,71,0,71,71,71,71,71,71,0
467,19,19,19,19,19,19,19,19,19,19,0,19,19,19,19,19,19,0
468,193,193,193,193,193,193,193,193,193,193,0,193,193,193,193,193,193,0
469,854,854,854,854,854,466,854,854,854,854,0,854,854,854,854,854,854,0
470,58,58,58,58,58,58,58,58,58,58,0,58,58,58,58,58,58,0
471,86,86,86,86,86,86,86,86,86,86,0,86,86,86,86,86,86,0
473,59,59,59,59,59,59,59,59,59,59,0,59,59,59,59,59,59,0
475,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
476,654,654,654,654,654,654,654,654,654,654,0,654,654,654,654,654,654,0
478,98,98,98,98,98,98,98,98,98,98,0,98,98,98,98,98,98,0
479,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
481,209,209,209,209,209,209,209,209,209,209,0,209,209,209,209,209,209,0
482,379,379,379,379,379,379,379,379,379,379,0,379,379,379,379,379,379,0
483,38,38,38,38,38,38,38,38,38,38,0,38,38,38,38,38,38,0
485,22,22,22,22,22,22,22,22,22,22,0,22,22,22,22,22,22,0
486,3970,3970,3970,3970,3970,3970,3970,3970,3970,3970,0,3970,3970,3970,3970,3970,3970,0
488,129,129,129,129,129,129,129,129,129,129,0,129,129,129,129,129,129,0
490,12,12,12,12,12,12,12,12,12,12,0,12,12,12,12,12,12,0
492,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
495,19,19,19,19,19,19,19,19,19,19,0,19,19,19,19,19,19,0
496,79,79,79,79,79,79,79,79,79,79,0,79,79,79,79,79,79,0
499,248,248,248,248,248,248,248,248,248,248,0,248,248,248,248,248,248,0
500,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
502,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,0
503,525,525,525,525,525,525,525,525,525,525,0,525,525,525,525,525,525,0
504,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
505,70,70,70,70,70,70,70,70,70,70,0,70,70,70,70,70,70,0
506,119,119,119,119,119,119,119,119,119,119,0,119,119,119,119,119,119,0
508,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
509,128,128,128,128,128,128,128,128,128,128,0,128,128,128,128,128,128,0
512,109,109,109,109,109,109,109,109,109,109,0,109,109,109,109,109,109,0
513,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
515,373,373,373,373,373,373,373,373,373,373,0,373,373,373,373,373,373,0
516,383,383,383,383,383,383,383,383,383,383,0,383,383,383,383,383,383,0
517,75,75,75,75,75,75,75,75,75,75,0,75,75,75,75,75,75,0
518,82,82,82,82,82,61,82,82,82,82,0,82,82,82,82,82,82,0
521,229,229,229,229,229,229,229,229,229,229,0,229,229,229,229,229,229,0
523,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
524,374,374,374,374,374,374,374,374,374,374,0,374,374,374,374,374,374,0
526,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
529,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
531,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
532,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
533,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
535,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
540,487,487,487,487,487,487,487,487,487,487,0,487,487,487,487,487,487,0
541,1285,1285,1285,1285,1285,1233,1285,1285,1285,1285,0,1285,1285,1285,1285,1285,1285,0
542,5036,5036,5036,5036,5036,5036,5036,5036,5036,5036,0,5036,5036,5036,5036,5036,5036,0
543,173,173,173,173,173,169,173,173,173,173,0,173,173,173,173,173,173,0
544,116,116,116,116,116,116,116,116,116,116,0,116,116,116,116,116,116,0
545,28,28,28,28,28,28,28,28,28,28,0,28,28,28,28,28,28,0
549,33,33,33,33,33,33,33,33,33,33,0,33,33,33,33,33,33,0
552,341,341,341,341,341,341,341,341,341,341,0,341,341,341,341,341,341,0
553,175,175,175,175,175,175,175,175,175,175,0,175,175,175,175,175,175,0
554,160,160,160,160,160,160,160,160,160,160,0,160,160,160,160,160,160,0
555,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
556,18,18,18,18,18,18,18,18,18,18,0,18,18,18,18,18,18,0
557,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
558,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
559,21,21,21,21,21,21,21,21,21,21,0,21,21,21,21,21,21,0
560,43,43,43,43,43,43,43,43,43,43,0,43,43,43,43,43,43,0
561,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
562,393,393,393,393,393,391,393,393,393,393,0,393,393,393,393,393,393,0
563,75,75,75,75,75,75,75,75,75,75,0,75,75,75,75,75,75,0
565,224,224,224,224,224,224,224,224,224,224,0,224,224,224,224,224,224,0
566,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
569,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
570,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
571,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,0,1337,1337,1337,1337,1337,1337,0
573,3075,3075,3075,3075,3075,3075,3075,3075,3075,3075,0,3075,3075,3075,3075,3075,3075,0
576,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
577,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,0
578,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
579,82,82,82,82,82,82,82,82,82,82,0,82,82,82,82,82,82,0
580,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
582,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
583,371,371,371,371,371,283,371,371,371,371,0,371,371,371,371,371,371,0
586,120,120,120,120,120,120,120,120,120,120,0,120,120,120,120,120,120,0
587,55169,55169,55169,55169,55169,55169,55169,55169,55169,55169,0,55169,55169,55169,55169,55169,55169,0
588,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
589,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
590,290,290,290,290,290,290,290,290,290,290,0,290,290,290,290,290,290,0
591,26,26,26,26,26,26,26,26,26,26,0,26,26,26,26,26,26,0
592,3,3,3,3,3,2,3,3,3,3,0,3,3,3,3,3,3,0
593,32,32,32,32,32,32,32,32,32,32,0,32,32,32,32,32,32,0
594,47,47,47,47,47,47,47,47,47,47,0,47,47,47,47,47,47,0
596,167,167,167,167,167,167,167,167,167,167,0,167,167,167,167,167,167,0
597,114,114,114,114,114,114,114,114,114,114,0,114,114,114,114,114,114,0
598,26,26,26,26,26,26,26,26,26,26,0,26,26,26,26,26,26,0
599,10188,10188,10188,10188,10188,10188,10188,10188,10188,10188,0,10188,10188,10188,10188,10188,10188,0
600,295,295,295,295,295,295,295,295,295,295,0,295,295,295,295,295,295,0
601,12457,12457,12457,12457,12457,12220,12457,12457,12457,12457,0,12457,12457,12457,12457,12457,12457,0
604,225,225,225,225,225,225,225,225,225,225,0,225,225,225,225,225,225,0
605,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
607,23,23,23,23,23,23,23,23,23,23,0,23,23,23,23,23,23,0
609,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
610,503,503,503,503,503,503,503,503,503,503,0,503,503,503,503,503,503,0
611,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
612,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
615,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
619,114,114,114,114,114,114,114,114,114,114,0,114,114,114,114,114,114,0
620,710,710,710,710,710,710,710,710,710,710,0,710,710,710,710,710,710,0
621,438,438,438,438,438,423,438,438,438,438,0,438,438,438,438,438,438,0
622,351,351,351,351,351,351,351,351,351,351,0,351,351,351,351,351,351,0
623,220,220,220,220,220,220,220,220,220,220,0,220,220,220,220,220,220,0
624,155,155,155,155,155,155,155,155,155,155,0,155,155,155,155,155,155,0
625,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,0
627,54,54,54,54,54,54,54,54,54,54,0,54,54,54,54,54,54,0
628,428,428,428,428,428,428,428,428,428,428,0,428,428,428,428,428,428,0
629,96,96,96,96,96,96,96,96,96,96,0,96,96,96,96,96,96,0
630,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
631,1837,1837,1837,1837,1837,1299,1837,1837,1837,1837,0,1837,1837,1837,1837,1837,1837,0
632,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
633,22,22,22,22,22,22,22,22,22,22,0,22,22,22,22,22,22,0
635,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
636,82,82,82,82,82,82,82,82,82,82,0,82,82,82,82,82,82,0
637,124,124,124,124,124,124,124,124,124,124,0,124,124,124,124,124,124,0
638,3034,3034,3034,3034,3034,3034,3034,3034,3034,3034,0,3034,3034,3034,3034,3034,3034,0
639,23,23,23,23,23,23,23,23,23,23,0,23,23,23,23,23,23,0
640,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
641,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
643,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
644,208,208,208,208,208,208,208,208,208,208,0,208,208,208,208,208,208,0
645,315,315,315,315,315,315,315,315,315,315,0,315,315,315,315,315,315,0
646,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
647,240,240,240,240,240,240,240,240,240,240,0,240,240,240,240,240,240,0
648,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
649,135,135,135,135,135,135,135,135,135,135,0,135,135,135,135,135,135,0
650,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
651,863,863,863,863,863,863,863,863,863,863,0,863,863,863,863,863,863,0
652,18,18,18,18,18,18,18,18,18,18,0,18,18,18,18,18,18,0
653,27,27,27,27,27,27,27,27,27,27,0,27,27,27,27,27,27,0
654,237,237,237,237,237,237,237,237,237,237,0,237,237,237,237,237,237,0
656,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
657,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0
658,381,381,381,381,381,381,381,381,381,381,0,381,381,381,381,381,381,0
659,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
662,91,91,91,91,91,91,91,91,91,91,0,91,91,91,91,91,91,0
663,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,0
664,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
665,58,58,58,58,58,58,58,58,58,58,0,58,58,58,58,58,58,0
666,41,41,41,41,41,41,41,41,41,41,0,41,41,41,41,41,41,0
667,32,32,32,32,32,32,32,32,32,32,0,32,32,32,32,32,32,0
668,99,99,99,99,99,99,99,99,99,99,0,99,99,99,99,99,99,0
669,67,67,67,67,67,67,67,67,67,67,0,67,67,67,67,67,67,0
670,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
671,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,0
672,101,101,101,101,101,101,101,101,101,101,0,101,101,101,101,101,101,0
673,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0
674,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
675,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
676,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
677,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,0,1375,1375,1375,1375,1375,1375,0
678,18,18,18,18,18,18,18,18,18,18,0,18,18,18,18,18,18,0
679,56,56,56,56,56,56,56,56,56,56,0,56,56,56,56,56,56,0
680,3436,3436,3436,3436,3436,3436,3436,3436,3436,3436,0,3436,3436,3436,3436,3436,3436,0
681,522,522,522,522,522,522,522,522,522,522,0,522,522,522,522,522,522,0
682,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
683,760,760,760,760,760,760,760,760,760,760,0,760,760,760,760,760,760,0
684,24,24,24,24,24,24,24,24,24,24,0,24,24,24,24,24,24,0
685,137,137,137,137,137,137,137,137,137,137,0,137,137,137,137,137,137,0
686,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
687,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
688,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
689,33,33,33,33,33,33,33,33,33,33,0,33,33,33,33,33,33,0
690,17,17,17,17,17,17,17,17,17,17,0,17,17,17,17,17,17,0
693,276,276,276,276,276,276,276,276,276,276,0,276,276,276,276,276,276,0
694,45,45,45,45,45,45,45,45,45,45,0,45,45,45,45,45,45,0
695,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
697,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,0
698,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
699,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
700,138,138,138,138,138,138,138,138,138,138,0,138,138,138,138,138,138,0
701,19,19,19,19,19,19,19,19,19,19,0,19,19,19,19,19,19,0
702,21,21,21,21,21,21,21,21,21,21,0,21,21,21,21,21,21,0
703,222,222,222,222,222,220,222,222,222,222,0,222,222,222,222,222,222,0
704,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
705,94,94,94,94,94,94,94,94,94,94,0,94,94,94,94,94,94,0
706,248,248,248,248,248,248,248,248,248,248,0,248,248,248,248,248,248,0
707,88,88,88,88,88,88,88,88,88,88,0,88,88,88,88,88,88,0
708,90,90,90,90,90,90,90,90,90,90,0,90,90,90,90,90,90,0
709,203,203,203,203,203,203,203,203,203,203,0,203,203,203,203,203,203,0
712,56,56,56,56,56,56,56,56,56,56,0,56,56,56,56,56,56,0
713,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,0
714,23,23,23,23,23,23,23,23,23,23,0,23,23,23,23,23,23,0
715,54,54,54,54,54,54,54,54,54,54,0,54,54,54,54,54,54,0
717,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,0,6887,6887,6887,6887,6887,6887,0
718,129,129,129,129,129,129,129,129,129,129,0,129,129,129,129,129,129,0
720,209,209,209,209,209,209,209,209,209,209,0,209,209,209,209,209,209,0
721,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
722,82,82,82,82,82,82,82,82,82,82,0,82,82,82,82,82,82,0
723,22,22,22,22,22,22,22,22,22,22,0,22,22,22,22,22,22,0
724,194,194,194,194,194,194,194,194,194,194,0,194,194,194,194,194,194,0
725,91,91,91,91,91,91,91,91,91,91,0,91,91,91,91,91,91,0
726,254,254,254,254,254,254,254,254,254,254,0,254,254,254,254,254,254,0
727,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
728,112206,112206,112206,112206,112206,32189,112206,112206,112206,112206,0,112206,112206,112206,112206,112206,112206,0
729,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
730,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
731,85,85,85,85,85,85,85,85,85,85,0,85,85,85,85,85,85,0
732,116,116,116,116,116,116,116,116,116,116,0,116,116,116,116,116,116,0
733,222,222,222,222,222,222,222,222,222,222,0,222,222,222,222,222,222,0
735,30,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,0
736,489,489,489,489,489,489,489,489,489,489,0,489,489,489,489,489,489,0
738,57,57,57,57,57,57,57,57,57,57,0,57,57,57,57,57,57,0
740,44,44,44,44,44,44,44,44,44,44,0,44,44,44,44,44,44,0
741,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
742,48,48,48,48,48,48,48,48,48,48,0,48,48,48,48,48,48,0
743,39,39,39,39,39,39,39,39,39,39,0,39,39,39,39,39,39,0
744,4343,4343,4343,4343,4343,4343,4343,4343,4343,4343,0,4343,4343,4343,4343,4343,4343,0
746,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
747,452,452,452,452,452,452,452,452,452,452,0,452,452,452,452,452,452,0
749,34,34,34,34,34,34,34,34,34,34,0,34,34,34,34,34,34,0
750,656,656,656,656,656,654,656,656,656,656,0,656,656,656,656,656,656,0
751,576,576,576,576,576,576,576,576,576,576,0,576,576,576,576,576,576,0
752,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
753,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,0,1911,1911,1911,1911,1911,1911,0
754,275,275,275,275,275,275,275,275,275,275,0,275,275,275,275,275,275,0
755,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
757,126,126,126,126,126,126,126,126,126,126,0,126,126,126,126,126,126,0
758,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
759,12,12,12,12,12,12,12,12,12,12,0,12,12,12,12,12,12,0
761,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
762,55,55,55,55,55,55,55,55,55,55,0,55,55,55,55,55,55,0
763,36,36,36,36,36,36,36,36,36,36,0,36,36,36,36,36,36,0
765,108,108,108,108,108,108,108,108,108,108,0,108,108,108,108,108,108,0
766,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
767,49,49,49,49,49,49,49,49,49,49,0,49,49,49,49,49,49,0
768,850,850,850,850,850,850,850,850,850,850,0,850,850,850,850,850,850,0
769,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
771,79,79,79,79,79,79,79,79,79,79,0,79,79,79,79,79,79,0
772,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,0
773,73,73,73,73,73,73,73,73,73,73,0,73,73,73,73,73,73,0
774,33,33,33,33,33,33,33,33,33,33,0,33,33,33,33,33,33,0
775,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
776,288,288,288,288,288,288,288,288,288,288,0,288,288,288,288,288,288,0
777,15717,15717,15717,15717,15717,15717,15717,15717,15717,15717,0,15717,15717,15717,15717,15717,15717,0
779,45,45,45,45,45,45,45,45,45,45,0,45,45,45,45,45,45,0
780,13292,13292,13292,13292,13292,13292,13292,13292,13292,13292,0,13292,13292,13292,13292,13292,13292,0
781,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
782,47,47,47,47,47,46,47,47,47,47,0,47,47,47,47,47,47,0
783,20,20,20,20,20,13,20,20,20,20,0,20,20,20,20,20,20,0
784,93,93,93,93,93,93,93,93,93,93,0,93,93,93,93,93,93,0
785,37,37,37,37,37,37,37,37,37,37,0,37,37,37,37,37,37,0
786,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
787,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
788,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
790,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,0,4836,4836,4836,4836,4836,4836,0
791,90,90,90,90,90,90,90,90,90,90,0,90,90,90,90,90,90,0
792,35,35,35,35,35,35,35,35,35,35,0,35,35,35,35,35,35,0
793,708,708,708,708,708,708,708,708,708,708,0,708,708,708,708,708,708,0
794,55,55,55,55,55,55,55,55,55,55,0,55,55,55,55,55,55,0
795,228,228,228,228,228,228,228,228,228,228,0,228,228,228,228,228,228,0
796,138,138,138,138,138,138,138,138,138,138,0,138,138,138,138,138,138,0
797,126,126,126,126,126,126,126,126,126,126,0,126,126,126,126,126,126,0
798,21,21,21,21,21,21,21,21,21,21,0,21,21,21,21,21,21,0
799,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
801,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
803,133,133,133,133,133,133,133,133,133,133,0,133,133,133,133,133,133,0
804,628,628,628,628,628,628,628,628,628,628,0,628,628,628,628,628,628,0
805,631,631,631,631,631,630,631,631,631,631,0,631,631,631,631,631,631,0
806,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
808,298,298,298,298,298,298,298,298,298,298,0,298,298,298,298,298,298,0
813,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,0,1045,1045,1045,1045,1045,1045,0
814,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
815,242,242,242,242,242,242,242,242,242,242,0,242,242,242,242,242,242,0
816,24,24,24,24,24,24,24,24,24,24,0,24,24,24,24,24,24,0
817,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
818,13318,13318,13318,13318,13318,13318,13318,13318,13318,13318,0,13318,13318,13318,13318,13318,13318,0
819,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
820,288,288,288,288,288,288,288,288,288,288,0,288,288,288,288,288,288,0
821,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,0
822,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
823,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
824,306,306,306,306,306,306,306,306,306,306,0,306,306,306,306,306,306,0
825,306,306,306,306,306,306,306,306,306,306,0,306,306,306,306,306,306,0
826,12,12,12,12,12,12,12,12,12,12,0,12,12,12,12,12,12,0
827,243,243,243,243,243,243,243,243,243,243,0,243,243,243,243,243,243,0
828,27,27,27,27,27,27,27,27,27,27,0,27,27,27,27,27,27,0
831,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
834,182,182,182,182,182,182,182,182,182,182,0,182,182,182,182,182,182,0
836,686,686,686,686,686,686,686,686,686,686,0,686,686,686,686,686,686,0
837,53,53,53,53,53,53,53,53,53,53,0,53,53,53,53,53,53,0
840,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
841,69,69,69,69,69,69,69,69,69,69,0,69,69,69,69,69,69,0
842,77,77,77,77,77,77,77,77,77,77,0,77,77,77,77,77,77,0
843,21,21,21,21,21,21,21,21,21,21,0,21,21,21,21,21,21,0
844,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,0
845,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0
846,17881,17881,17881,17881,17881,17881,17881,17881,17881,17881,0,17881,17881,17881,17881,17881,17881,0
847,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,0
849,141,141,141,141,141,141,141,141,141,141,0,141,141,141,141,141,141,0
850,56,56,56,56,56,56,56,56,56,56,0,56,56,56,56,56,56,0
851,269,269,269,269,269,269,269,269,269,269,0,269,269,269,269,269,269,0
852,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
853,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
854,74,74,74,74,74,74,74,74,74,74,0,74,74,74,74,74,74,0
855,180,180,180,180,180,179,180,180,180,180,0,180,180,180,180,180,180,0
857,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
858,17,17,17,17,17,17,17,17,17,17,0,17,17,17,17,17,17,0
859,113,113,113,113,113,105,113,113,113,113,0,113,113,113,113,113,113,0
860,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
863,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
865,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
866,149,149,149,149,149,149,149,149,149,149,0,149,149,149,149,149,149,0
867,138,138,138,138,138,138,138,138,138,138,0,138,138,138,138,138,138,0
868,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
873,23,23,23,23,23,23,23,23,23,23,0,23,23,23,23,23,23,0
875,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
876,398,398,398,398,398,398,398,398,398,398,0,398,398,398,398,398,398,0
877,212,212,212,212,212,212,212,212,212,212,0,212,212,212,212,212,212,0
881,53,53,53,53,53,53,53,53,53,53,0,53,53,53,53,53,53,0
882,33,33,33,33,33,33,33,33,33,33,0,33,33,33,33,33,33,0
883,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
884,7824,7824,7824,7824,7824,7824,7824,7824,7824,7824,0,7824,7824,7824,7824,7824,7824,0
886,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
887,189,189,189,189,189,189,189,189,189,189,0,189,189,189,189,189,189,0
888,55,55,55,55,55,55,55,55,55,55,0,55,55,55,55,55,55,0
889,185,185,185,185,185,185,185,185,185,185,0,185,185,185,185,185,185,0
890,167,167,167,167,167,167,167,167,167,167,0,167,167,167,167,167,167,0
891,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
892,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
894,582,582,582,582,582,582,582,582,582,582,0,582,582,582,582,582,582,0
896,55,55,55,55,55,55,55,55,55,55,0,55,55,55,55,55,55,0
897,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
898,22,22,22,22,22,22,22,22,22,22,0,22,22,22,22,22,22,0
899,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
901,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,0,2887,2887,2887,2887,2887,2887,0
904,30,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,0
908,39,39,39,39,39,39,39,39,39,39,0,39,39,39,39,39,39,0
909,1797,1797,1797,1797,1797,1797,1797,1797,1797,1797,0,1797,1797,1797,1797,1797,1797,0
911,177,177,177,177,177,174,177,177,177,177,0,177,177,177,177,177,177,0
912,70,70,70,70,70,67,70,70,70,70,0,70,70,70,70,70,70,0
913,34721,34721,34721,34721,34721,33675,34721,34721,34721,34721,0,34721,34721,34721,34721,34721,34721,0
914,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
915,87,87,87,87,87,87,87,87,87,87,0,87,87,87,87,87,87,0
918,18,18,18,18,18,18,18,18,18,18,0,18,18,18,18,18,18,0
919,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
920,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
921,185,185,185,185,185,47,185,185,185,185,0,185,185,185,185,185,185,0
923,647,647,647,647,647,647,647,647,647,647,0,647,647,647,647,647,647,0
925,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,2,0
926,19,19,19,19,19,18,19,19,19,19,0,19,19,19,19,19,19,0
927,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
928,14795,14795,14795,14795,14795,14795,14795,14795,14795,14795,0,14795,14795,14795,14795,14795,14795,0
929,205,205,205,205,205,205,205,205,205,205,0,205,205,205,205,205,205,0
931,324,324,324,324,324,323,324,324,324,324,0,324,324,324,324,324,324,0
